,Position,Driver,Car,Time / Gap
5,1,Nigel Mansell,Williams Renault,1:20.390
6,2,Riccardo Patrese,Williams Renault,+0.327s
1,3,Ayrton Senna,McLaren Honda,+0.564s
27,4,Jean Alesi,Ferrari,+1.282s
2,5,Gerhard Berger,McLaren Honda,+1.424s
19,6,Michael Schumacher,Benetton Ford,+1.799s
4,7,Andrea de Cesaris,Tyrrell Ilmor,+2.151s
28,8,Ivan Capelli,Ferrari,+2.409s
32,9,Stefano Modena,Jordan Yamaha,+2.600s
20,10,Martin Brundle,Benetton Ford,+2.723s
16,11,Karl Wendlinger,March Ilmor,+2.743s
29,12,Bertrand Gachot,Venturi Lamborghini,+2.749s
9,13,Michele Alboreto,Footwork Mugen Honda,+2.910s
12,14,Johnny Herbert,Lotus Ford,+3.087s
33,15,Mauricio Gugelmin,Jordan Yamaha,+3.218s
3,16,Olivier Grouillard,Tyrrell Ilmor,+3.591s
24,17,Gianni Morbidelli,Minardi Lamborghini,+3.733s
10,18,Aguri Suzuki,Footwork Mugen Honda,+3.907s
22,19,Pierluigi Martini,Dallara Ferrari,+3.926s
23,20,Christian Fittipaldi,Minardi Lamborghini,+3.929s
21,21,Jyrki Jarvilehto,Dallara Ferrari,+4.100s
25,22,Thierry Boutsen,Ligier Renault,+4.158s
17,23,Paul Belmondo,March Ilmor,+4.418s
26,24,Erik Comas,Ligier Renault,+5.043s
7,25,Eric van de Poele,Brabham Judd,+5.257s
15,26,Gabriele Tarquini,Fondmetal Ford,+5.273s
34,27,Roberto Moreno,Moda Judd,+5.603s
11,28,Mika Hakkinen,Lotus Ford,+5.736s
8,29,Damon Hill,Brabham Judd,+5.973s
14,30,Andrea Chiesa,Fondmetal Ford,+7.874s
