,Position,Driver,Car,Time
17,1,Jean-Pierre Jarier,Shadow Matra,2:29.880
1,2,Emerson Fittipaldi,McLaren Ford,2:30.680
7,3,Carlos Reutemann,Brabham Ford,2:31.000
12,4,Niki Lauda,Ferrari,2:31.120
11,5,Clay Regazzoni,Ferrari,2:31.220
8,6,Carlos Pace,Brabham Ford,2:31.580
24,7,James Hunt,Hesketh Ford,2:31.700
3,8,Jody Scheckter,Tyrrell Ford,2:31.740
4,9,Patrick Depailler,Tyrrell Ford,2:32.940
2,10,Jochen Mass,McLaren Ford,2:33.060
20,11,Arturo Merzario,Frank Williams Racing Cars/Williams,2:33.160
6,12,Jacky Ickx,Lotus Ford,2:33.200
18,13,John Watson,Surtees Ford,2:33.230
16,14,Tom Pryce,Shadow Matra,2:33.240
28,15,Mark Donohue,March Ford,2:33.330
5,16,Ronnie Peterson,Lotus Ford,2:33.900
9,17,Vittorio Brambilla,March Ford,2:34.440
27,18,Mario Andretti,Parnelli Ford,2:34.560
21,19,Jacques Laffite,Frank Williams Racing Cars/Williams,2:34.760
22,20,Graham Hill,Lola Ford,2:35.490
30,21,Wilson Fittipaldi,Fittipaldi Ford,2:36.470
14,22,Mike Wilds,BRM,2:37.150
23,23,Rolf Stommelen,Lola Ford,2:38.050
