,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:18.704
6,2,Nico Rosberg,Mercedes,1:18.958
33,3,Max Verstappen,Red Bull Racing TAG Heuer,1:19.054
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:19.133
27,5,Nico Hulkenberg,Force India Mercedes,1:19.330
7,6,Kimi Räikkönen,Ferrari,1:19.376
5,7,Sebastian Vettel,Ferrari,1:19.381
77,8,Valtteri Bottas,Williams Mercedes,1:19.551
19,9,Felipe Massa,Williams Mercedes,1:20.032
55,10,Carlos Sainz,Toro Rosso Ferrari,1:20.378
14,11,Fernando Alonso,McLaren Honda,1:20.282
11,12,Sergio Perez,Force India Mercedes,1:20.287
22,13,Jenson Button,McLaren Honda,1:20.673
20,14,Kevin Magnussen,Renault,1:21.131
9,15,Marcus Ericsson,Sauber Ferrari,1:21.536
94,16,Pascal Wehrlein,MRT Mercedes,1:21.785
21,17,Esteban Gutierrez ,Haas Ferrari,1:21.401
26,18,Daniil Kvyat,Toro Rosso Ferrari,1:21.454
12,19,Felipe Nasr,Sauber Ferrari,1:21.692
31,20,Esteban Ocon,MRT Mercedes,1:21.881
30,21,Jolyon Palmer,Renault,
