,Position,Driver,Car,Time
9,1,Jim Clark,Lotus Climax,1:34.300
6,2,Graham Hill,BRM,1:35.000
21,3,John Surtees,Ferrari,1:35.200
5,4,Richie Ginther,BRM,1:35.200
14,5,Innes Ireland,Lotus BRM,1:35.500
4,6,Dan Gurney,Lotus Climax,1:35.800
20,7,Willy Mairesse,Ferrari,1:35.900
7,8,Bruce McLaren,Cooper Climax,1:36.000
10,9,Trevor  Taylor ,Lotus Climax,1:37.200
8,10,Tony Maggs,Cooper Climax,1:37.900
11,11,Jo Bonnier,Cooper Climax,1:38.600
25,12,Jo Siffert,Lotus BRM,1:39.400
12,13,Jim  Hall ,Lotus BRM,1:41.000
17,14,Maurice  Trintignant,Lola Climax,1:41.300
3,15,Jack Brabham,Lotus Climax,1:44.700
