,Position,Driver,Car,Time
16,1,Jarno Trulli,Toyota,1:10.625
9,2,Kimi Räikkönen,McLaren Mercedes,1:10.694
3,3,Jenson Button,BAR Honda,1:11.277
6,4,Giancarlo Fisichella,Renault,1:11.290
1,5,Michael Schumacher,Ferrari,1:11.369
5,6,Fernando Alonso,Renault,1:11.380
2,7,Rubens Barrichello,Ferrari,1:11.431
4,8,Takuma Sato,BAR Honda,1:11.497
7,9,Mark Webber,Williams BMW,1:11.527
12,10,Felipe Massa,Sauber Petronas,1:11.555
10,11,Juan Pablo Montoya,McLaren Mercedes,1:11.681
11,12,Jacques Villeneuve,Sauber Petronas,1:11.691
17,13,Ricardo Zonta,Toyota,1:11.754
15,14,Christian Klien,RBR Cosworth,1:12.132
8,15,Nick Heidfeld,Williams BMW,1:12.430
14,16,David Coulthard,RBR Cosworth,1:12.682
18,17,Tiago Monteiro,Jordan Toyota,1:13.462
21,18,Christijan Albers,Minardi Cosworth,1:13.632
19,19,Narain Karthikeyan,Jordan Toyota,1:13.776
20,20,Patrick Friesacher ,Minardi Cosworth,1:14.494
