,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:14.874
44,2,Lewis Hamilton,Mercedes,1:14.953
1,3,Sebastian Vettel,Red Bull Racing Renault,1:15.548
77,4,Valtteri Bottas,Williams Mercedes,1:15.550
19,5,Felipe Massa,Williams Mercedes,1:15.578
3,6,Daniel Ricciardo,Red Bull Racing Renault,1:15.589
14,7,Fernando Alonso,Ferrari,1:15.814
25,8,Jean-Eric Vergne,STR Renault,1:16.162
22,9,Jenson Button,McLaren Mercedes,1:16.182
7,10,Kimi Räikkönen,Ferrari,1:16.214
27,11,Nico Hulkenberg,Force India Mercedes,1:16.300
20,12,Kevin Magnussen,McLaren Mercedes,1:16.310
11,13,Sergio Perez,Force India Mercedes,1:16.472
8,14,Romain Grosjean,Lotus Renault,1:16.687
26,15,Daniil Kvyat,STR Renault,1:16.713
99,16,Adrian Sutil,Sauber Ferrari,1:17.314
13,17,Pastor Maldonado,Lotus Renault,1:18.328
4,18,Max Chilton,Marussia Ferrari,1:18.348
17,19,Jules Bianchi,Marussia Ferrari,1:18.359
9,20,Marcus Ericsson,Caterham Renault,1:19.820
10,21,Kamui Kobayashi,Caterham Renault,1:19.278
