,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:10.166
77,2,Valtteri Bottas,Mercedes,1:10.252
33,3,Max Verstappen,Red Bull Racing Honda,1:10.641
5,4,Sebastian Vettel,Ferrari,1:10.947
20,5,Kevin Magnussen,Haas Ferrari,1:11.109
3,6,Daniel Ricciardo,Renault,1:11.218
26,7,Daniil Kvyat,Scuderia Toro Rosso Honda,1:11.271
10,8,Pierre Gasly,Red Bull Racing Honda,1:11.041
55,9,Carlos Sainz,McLaren Renault,1:11.417
23,10,Alexander Albon,Scuderia Toro Rosso Honda,1:11.653
27,11,Nico Hulkenberg,Renault,1:11.670
4,12,Lando Norris,McLaren Renault,1:11.724
8,13,Romain Grosjean,Haas Ferrari,1:12.027
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:12.115
16,15,Charles Leclerc,Ferrari,1:12.149
11,16,Sergio Perez,Racing Point BWT Mercedes,1:12.233
18,17,Lance Stroll,Racing Point BWT Mercedes,1:12.846
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:12.185
63,19,George Russell,Williams Mercedes,1:13.477
88,20,Robert Kubica,Williams Mercedes,1:13.751
