,Position,Driver,Car,Time
32,1,Emerson Fittipaldi,Lotus Ford,1:11.430
30,2,Clay Regazzoni,Ferrari,1:11.580
9,3,Denny Hulme,McLaren Ford,1:11.800
29,4,Jacky Ickx,Ferrari,1:11.840
8,5,Francois  Cevert ,Tyrrell Ford,1:11.930
23,6,Jean-Pierre Beltoise,BRM,1:12.120
10,7,Peter   Revson,McLaren Ford,1:12.190
34,8,Mike Hailwood,Surtees Ford,1:12.350
19,9,Carlos Reutemann,Brabham Ford,1:12.500
36,10,Andrea de Adamich ,Surtees Ford,1:12.540
16,11,Carlos Pace,March Ford,1:12.640
33,12,Dave  Walker ,Lotus Ford,1:12.760
5,13,Chris Amon,Matra,1:12.800
11,14,Ronnie Peterson,March Ford,1:13.000
25,15,Howden  Ganley ,BRM,1:13.010
17,16,Graham Hill,Brabham Ford,1:13.100
24,17,Peter  Gethin ,BRM,1:13.150
18,18,Wilson Fittipaldi,Brabham Ford,1:13.200
15,19,Henri Pescarolo,March Ford,1:13.400
6,20,Rolf Stommelen,Eifelland Ford,1:13.430
35,21,Tim   Schenken,Surtees Ford,1:13.600
14,22,Mike  Beuttler ,Surtees Ford,1:13.700
27,23,Helmut  Marko ,BRM,1:14.100
22,24,Nanni  Galli ,Tecno,1:14.600
12,25,Niki Lauda,March Ford,1:16.500
