,Position,Driver,Car,Time
11,1,Clay Regazzoni,Ferrari,1:09.820
3,2,Jody Scheckter,Tyrrell Ford,1:10.860
12,3,Niki Lauda,Ferrari,1:11.040
5,4,Emerson Fittipaldi,McLaren Ford,1:11.070
1,5,Ronnie Peterson,Lotus Ford,1:11.210
20,6,Arturo Merzario,Iso Marlboro Ford,1:11.290
14,7,Jean-Pierre Beltoise,BRM,1:11.390
18,8,Carlos Pace,Surtees Ford,1:11.460
24,9,James Hunt,March Ford,1:11.530
9,10,Hans-Joachim Stuck,March Ford,1:11.570
4,11,Patrick Depailler,Tyrrell Ford,1:11.600
6,12,Denny Hulme,McLaren Ford,1:11.610
33,13,Mike Hailwood,McLaren Ford,1:11.980
22,14,Vern Schuppan,Ensign Ford,1:12.020
15,15,Henri Pescarolo,BRM,1:12.330
2,16,Jacky Ickx,Lotus Ford,1:12.420
17,17,Jean-Pierre Jarier,Shadow Ford,1:12.530
16,18,Brian   Redman,Shadow Ford,1:12.730
28,19,John Watson,Brabham Ford,1:12.760
42,20,Tom Pryce,Token Ford,1:12.850
27,21,Guy Edwards,Lola Ford,1:13.330
8,22,Rikky von Opel,Brabham Ford,1:13.340
41,23,Tim   Schenken,Trojan Ford,1:13.360
7,24,Carlos Reutemann,Brabham Ford,1:13.470
37,25,Francois  Migault,BRM,1:13.490
19,26,Jochen Mass,Surtees Ford,1:13.810
34,27,Teddy Pilette,Brabham Ford,1:14.050
43,28,Gerard  Larrousse ,Brabham Ford,1:14.220
26,29,Graham Hill,Lola Ford,1:14.300
21,30,Gijs van Lennep,Iso Marlboro Ford,1:15.600
10,31,Vittorio Brambilla,March Ford,1:23.810
