,Position,Driver,Car,Time
5,1,Fernando Alonso,Renault,3:07.672
16,2,Jarno Trulli,Toyota,3:07.925
6,3,Giancarlo Fisichella,Renault,3:08.448
7,4,Mark Webber,Williams BMW,3:08.904
17,5,Ralf Schumacher,Toyota,3:09.007
9,6,Kimi Räikkönen,McLaren Mercedes,3:09.483
15,7,Christian Klien,RBR Cosworth,3:09.589
14,8,David Coulthard,RBR Cosworth,3:09.700
3,9,Jenson Button,BAR Honda,3:09.832
8,10,Nick Heidfeld,Williams BMW,3:09.917
10,11,Juan Pablo Montoya,McLaren Mercedes,3:10.090
2,12,Rubens Barrichello,Ferrari,3:11.502
1,13,Michael Schumacher,Ferrari,3:11.633
12,14,Felipe Massa,Sauber Petronas,3:11.884
4,15,Anthony Davidson,BAR Honda,3:11.890
11,16,Jacques Villeneuve,Sauber Petronas,3:12.995
19,17,Narain Karthikeyan,Jordan Toyota,3:17.656
18,18,Tiago Monteiro,Jordan Toyota,3:17.962
21,19,Christijan Albers,Minardi Cosworth,3:23.001
20,20,Patrick Friesacher ,Minardi Cosworth,3:21.186
