,Position,Driver,Car,Time
33,1,Max Verstappen,Red Bull Racing Honda,1:07.508
5,2,Sebastian Vettel,Ferrari,1:07.631
44,3,Lewis Hamilton,Mercedes,1:07.699
77,4,Valtteri Bottas,Mercedes,1:07.874
23,5,Alexander Albon,Red Bull Racing Honda,1:07.935
10,6,Pierre Gasly,Scuderia Toro Rosso Honda,1:08.837
8,7,Romain Grosjean,Haas Ferrari,1:08.854
7,8,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:08.984
20,9,Kevin Magnussen,Haas Ferrari,1:09.037
4,10,Lando Norris,McLaren Renault,1:08.868
3,11,Daniel Ricciardo,Renault,1:08.903
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:08.919
27,13,Nico Hulkenberg,Renault,1:08.921
16,14,Charles Leclerc,Ferrari,1:07.728
11,15,Sergio Perez,Racing Point BWT Mercedes,1:09.035
26,16,Daniil Kvyat,Scuderia Toro Rosso Honda,1:09.320
18,17,Lance Stroll,Racing Point BWT Mercedes,1:09.536
63,18,George Russell,Williams Mercedes,1:10.126
88,19,Robert Kubica,Williams Mercedes,1:10.614
55,20,Carlos Sainz,McLaren Renault,
