,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:32.850
6,2,Nico Rosberg,Mercedes,1:33.264
33,3,Max Verstappen,Red Bull Racing TAG Heuer,1:33.420
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:33.467
5,5,Sebastian Vettel,Ferrari,1:33.584
7,6,Kimi Räikkönen,Ferrari,1:33.632
11,7,Sergio Perez,Force India Mercedes,1:34.319
27,8,Nico Hulkenberg,Force India Mercedes,1:34.489
22,9,Jenson Button,McLaren Honda,1:34.518
19,10,Felipe Massa,Williams Mercedes,1:34.671
77,11,Valtteri Bottas,Williams Mercedes,1:34.577
8,12,Romain Grosjean,Haas Ferrari,1:35.001
21,13,Esteban Gutierrez ,Haas Ferrari,1:35.097
20,14,Kevin Magnussen,Renault,1:35.277
26,15,Daniil Kvyat,Toro Rosso Ferrari,1:35.369
55,16,Carlos Sainz,Toro Rosso Ferrari,1:35.374
9,17,Marcus Ericsson,Sauber Ferrari,1:35.816
12,18,Felipe Nasr,Sauber Ferrari,1:35.949
30,19,Jolyon Palmer,Renault,1:35.999
31,20,Esteban Ocon,MRT Mercedes,1:36.451
94,21,Pascal Wehrlein,MRT Mercedes,1:36.587
14,22,Fernando Alonso,McLaren Honda,1:37.155
