,Position,Driver,Car,Time
1,1,Mika Hakkinen,McLaren Mercedes,1:20.547
3,2,Michael Schumacher,Ferrari,1:20.611
2,3,David Coulthard,McLaren Mercedes,1:20.956
4,4,Eddie Irvine,Ferrari,1:21.011
16,5,Rubens Barrichello,Stewart Ford,1:21.530
8,6,Heinz-Harald Frentzen,Jordan Mugen Honda,1:21.556
19,7,Jarno Trulli,Prost Peugeot,1:21.769
22,8,Jacques Villeneuve,BAR Supertec,1:21.827
9,9,Giancarlo Fisichella,Benetton Playlife,1:21.938
10,10,Alexander Wurz,Benetton Playlife,1:21.968
5,11,Alessandro Zanardi,Williams Supertec,1:22.152
23,12,Mika Salo,BAR Supertec,1:22.241
17,13,Johnny Herbert,Stewart Ford,1:22.248
11,14,Jean Alesi,Sauber Petronas,1:22.354
12,15,Pedro Diniz,Sauber Petronas,1:22.659
6,16,Ralf Schumacher,Williams Supertec,1:22.719
7,17,Damon Hill,Jordan Mugen Honda,1:22.832
18,18,Olivier Panis,Prost Peugeot,1:22.916
15,19,Toranosuke Takagi,Arrows,1:23.290
20,20,Luca Badoer,Minardi Ford,1:23.765
14,21,Pedro de la Rosa,Arrows,1:24.260
21,22,Marc Gene,Minardi Ford,1:24.914
