,Position,Driver,Car,Time
16,1,Charles Leclerc,Ferrari,1:15.024
5,2,Sebastian Vettel,Ferrari,1:15.170
44,3,Lewis Hamilton,Mercedes,1:15.262
33,4,Max Verstappen,Red Bull Racing Honda,1:14.758
23,5,Alexander Albon,Red Bull Racing Honda,1:15.336
77,6,Valtteri Bottas,Mercedes,1:15.338
55,7,Carlos Sainz,McLaren Renault,1:16.014
4,8,Lando Norris,McLaren Renault,1:16.322
26,9,Daniil Kvyat,Scuderia Toro Rosso Honda,1:16.469
10,10,Pierre Gasly,Scuderia Toro Rosso Honda,1:16.586
11,11,Sergio Perez,Racing Point BWT Mercedes,1:16.687
27,12,Nico Hulkenberg,Renault,1:16.885
3,13,Daniel Ricciardo,Renault,1:16.933
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:16.967
99,15,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:17.269
18,16,Lance Stroll,Racing Point BWT Mercedes,1:18.065
20,17,Kevin Magnussen,Haas Ferrari,1:18.436
8,18,Romain Grosjean,Haas Ferrari,1:18.599
63,19,George Russell,Williams Mercedes,1:18.823
88,20,Robert Kubica,Williams Mercedes,1:20.179
