,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:19.480
44,2,Lewis Hamilton,Mercedes,1:19.668
5,3,Sebastian Vettel,Ferrari,1:19.850
26,4,Daniil Kvyat,Red Bull Racing Renault,1:20.398
3,5,Daniel Ricciardo,Red Bull Racing Renault,1:20.399
77,6,Valtteri Bottas,Williams Mercedes,1:20.448
19,7,Felipe Massa,Williams Mercedes,1:20.567
33,8,Max Verstappen,STR Renault,1:20.710
11,9,Sergio Perez,Force India Mercedes,1:20.716
27,10,Nico Hulkenberg,Force India Mercedes,1:20.788
55,11,Carlos Sainz,STR Renault,1:20.942
8,12,Romain Grosjean,Lotus Mercedes,1:21.038
13,13,Pastor Maldonado,Lotus Mercedes,1:21.261
9,14,Marcus Ericsson,Sauber Ferrari,1:21.544
12,15,Felipe Nasr,Sauber Ferrari,1:21.788
53,16,Alexander Rossi,Marussia Ferrari,1:24.136
28,17,Will Stevens,Marussia Ferrari,1:24.386
14,18,Fernando Alonso,McLaren Honda,1:21.779
7,19,Kimi Räikkönen,Ferrari,1:22.494
22,20,Jenson Button,McLaren Honda,
